par_id,community,text,label
3415,migrant,Our laws state anyone lived permanently year right vote  That s one reason democracy democratic many places  including Australia USA  large swathes disenfranchised wouldbe voters say running country contribute equally anyone else  To challenge way suggest immigrants second class citizens  goes everything flag  whichever one end  stands ,0
4407,women,What understand education educate man educate man educate woman educate whole generation Womens education important whole family Because women mothers future generation If women uneducated future generation uneducated If women educated future generation educated,1
6920,women,Just years creation  doll already showed capacity adapting times  In 1963  became astronaut nod first time woman went space   Then iconic moment became airplane pilot  conveyed idea women able man s job   outlines Fr   rique Tutt  NPD Group toy market expert ,0
549,vulnerable,World Osteoporosis Day focuses specific theme every year year s theme  Love Your Bones   Professor orthopedic Dr Irfan Mehboob said pregnant women faced health issues due malnutrition  He added deficiency calcium aggravates health problems bones become vulnerable minor accidents cause fractures ,0
7359,refugee,Vodafone Foundation Director Andrew Dunnett said There 167 million refugees worldwide end 2013 50 percent age 18 Tabletbased learning programs provide many children Dadaab unlimited source information would otherwise have ,1
5565,hopeless,Its typical story alcoholism abuse neglect despair  one major feature Music  Recognizing abilities Larry Joes father encouraged early age shone talent contests,1
9689,poor-families, We hope children able role model towards children urban poor families symbols hope possibility  never giving ,1
1589,homeless,The ministry also highlighted BC Housing building 188 affordable housing units available youth adults risk homelessness  including youth care  Surrey  Courtney Chilliwack ,0
5118,homeless,Asmani described poverty disease hunger homelessness illiteracy  short world havenots The poet Jasimuddin admirably focused socioeconomic plight immortal poem Asmani real woman lived Rasulpur Faridpur Lost generations Ashmanis still among us every nook corner country,1
1688,women,This yet another movie new story  going reality soon  100 transforming women dominating society guy s pack begs ready shows ,0
5074,refugee,According ConsulGeneral Federal Republic Germany Chennai  Consulate would assisting 420 Lankan refugees living India budget Rs 37 lakh  50000 euros  ,0
6889,hopeless,Very good  friendly artilce  Very nice analysis points  We know better respect  Small country nation nt mean bad  hopeless   Someday proud engaged Tajikistan  Thank Lena  Best Regards  SJ,0
5272,immigrant,He said engagement community showed people acting immigrants perpetrating crimes area ,0
6167,poor-families, Its question income poverty What matters children poor families crowded cold humid houses Theres question income theres question housing supply theres question quality house,1
7935,in-need,Rightly description Food Aid  NGO rescues surplus food supply chain distributes people need  ,0
9825,disabled,While Mseffer celebrates group s progress toward integrating disabled  wants authorities get involved ,1
2125,poor-families, The government implementing several schemes change economic situation poor families  added,1
1218,migrant,The Italian coast guard said operations way Aquarius Golfo Azzurro raced intercept migrant dinghies ,0
3410,vulnerable,Such dexterous decisions handling vulnerable situations make silent ground worker wants take Maharashtra another level  With visionary approach  hope change state s political scenario make hub industrial entrepreneurial revolution ,0
3298,homeless, After seeing many children orphaned homeless decided start facility without donor later got sponsor Australia built hostel children  Said,1
4529,vulnerable, We know captive audience vulnerable seniors  many homes getting care need   said Gelinas  called bedsores  nursing care 101  ,0
8774,vulnerable,I visit middle week talk extensively issues affecting world She fights weak usually sends deliver messages world ,1
1993,poor-families,Citing information obtained RTI laws  PIL contended many welltodo families found place BPL list  many poor families excluded  While widows nonmale earning members figure list  place families four wheelers ,0
8321,homeless, Then  driving past queue homeless people I thought something right  It really struck contrast comfortable homes nothing  ,1
7295,women,On return I found rowdy youth compound ready set house ablaze got wind I hiding women  It scary experience ,0
5284,poor-families, This group fantastic job around 3500 street children care They support poor families many ways medical centers schools training centers much 24 hour hotline child may danger,1
6652,women,The Lady Bulldogs extended winning streak 64 games Sunday outlasted University East  UE   7968  Game 2 Season 80 women s basketball finals  That victory also gave Lady Bulldogs fourth consecutive championship ,0
3456,poor-families, The federal government making tall claims regarding upgradation public sector schools ground situation indicates thousands children belonging poor families lack educational facilities city   said ,0
4092,refugee,The threeday colourful event attracted various cultural dance troupes Turkana West Pokot  well Burundi refugees performed famous talking drums  among others ,0
7639,disabled, The government Ghana recognizes Ghana Federation disabled useful partner addressing concerns persons disability affirms capacity implement project  What I wish advise guided USAID s core values  ,0
5297,refugee,GAZA  Reuters   Israeli troops shot dead three protesters along Gaza border Friday  Gaza medics said  hours UN human rights chief criticized Israel using  excessive force  demonstrators  Israeli troops killed 41 Palestinians wounded 5000 others since Gaza residents began staging protests along border fence March 30 demand right return Palestinian refugees ,0
966,homeless,The group became concerned homeless man whose plight brought national attention local news station Tropical Storm Nicole hit island back September 2010 arranged St Joseph Gold Age Home accept homeless man resident That chapter provided impetus make St Joseph Christmas Home Golden Age A annual charity event social commentary group calendar,1
7002,refugee,The camp houses 48000 refugees The Rwandan government recently made land available double area available them hNobel laureate Malala visits girls Burundian refugee camp,1
6556,in-need,Although one Irish Suns website replied posted wanted something help need Christmas,1
6687,immigrant, There one tell immigrants cannot achieve success rightfully theirs Even goal get degree success immigrants country earn wait  says Jacqueline All takes patience fight move forward No doubt mind immigrant that,1
2960,women,He went urge women learn stay it,1
207,in-need,In 2017  150 people packed 1100 hampers Foodbank provide need holiday season ,0
6099,homeless,SATURDAYS homeless children Chow Kit full learning laughter thanks Region Love RoL,1
4136,homeless,Durban Homeless Communities Reconciliation Luncheon,1
7091,disabled,Shebesh citys womens representative caught passerby kneeling street Nairobi weekend talking disabled man,1
3971,homeless,But goal get reality homelessness social media,1
999,immigrant,Which leads us side coin  area economists demographers Australia need watch closely  given uneasy rise antiimmigration sentiment  Can boundless immigration continue used prop economy requires constant growth prop housing ponzi  Which begs greater question  immigrants nt come fill gap ,0
6951,in-need,New startup The Monthly Cois raising money launch subscription service women order 100 cotton tampons online delivered door With every purchase pack tampons donated woman need,1
5993,women,As Iranian woman  I well know fragility gains women made  I recall pain frustration weeks following 1979 revolution  Ayatollah Khomeini others charge passed Shariah laws conjunction practices straight Middle Ages  rendered Iranian women secondclass citizens  In Pakistan  President Zia ulHaq soon followed Khomeini s lead ,0
4713,poor-families,Eugene Richards  documentary photographer s spent four decades investigating race  inequality class  approached tricky territory late 1980s  traveled 11 states spent time poor families would become book  Below Line  His photographs took readers farms inner cities  Massachusetts Wyoming  In  underscored depth problem widely universally experienced anyone  Richards  critics especially  would liked believe ,0
845,vulnerable,In tweet Reham highlighted true leader protect vulnerable communities,1
2321,refugee,Rio 2016 produced many memorable moments The inclusion refugee team first  major initiative Swimmers like Yusra Mardini Ramis Anis may medals certainly seemed hearts spectators Then magic 19yearold American Simone Biles gymnastics excitement track Usain Bolt flew finish line again Sports heroes bowed Olympic stage young competitors stepped forward exciting performances,1
6280,disabled, Robert personality  skills energy affect change better  He add value future work Committee rights disabled people around world   said ,0
1001,in-need,ISIS first took town 2014 tens thousands people fled dire need help charities saying the camps full bursting,1
9923,hopeless,The first point worth mentioning low standard living characterized low income inequality precarious health inadequate education In developing countries living standards tend low vast majority people These low living standards manifest quantitatively qualitatively form low life work expectancy high infant mortality rates and many cases general sense malaise hopelessness,1
1047,women,Connected problems also issue climate change  includes irregular rainfall  floods  droughts cyclones  whose effects greater impact rural women make life difficult ,0
7013,refugee,The secretary state said Trump administration decided cut back refugee resettlement backlog number asylum requests pending foreigners already US  Critics say backlog due large part administration s policy slowing pace asylum requests processed ,0
8279,vulnerable,Far important impact economic gods whether dollar goes down Last nights results mean many vulnerable New Zealanders better life least next three years,1
2894,vulnerable,High concentration industries  especially garment factories main roads heart capital large cities  key reason pedestrians vulnerable ,0
5717,refugee,In March year  Mr Dhayabararaj alleged wife Udayakala children illegally detained several months special quarantine camp Rameswaram Ramanathapuram district  After The Hindu published report  State government ordered release even allotted house open camp refugees Mandapam  However  Mr Dhayabararaj released ,0
8894,poor-families,We want supply bicycles Vietnamese students poor families remote areas pursue studies said Michael Shuman former US Marine,1
3432,homeless,According Hill cases homeless people living May Pen Cemetery responsibility inspector cemeteries report matter relevant authorities order individuals removed medically examined fed placed care facility,1
8661,in-need, They people steal something delivered brothers sisters need added,1
5867,migrant,The historic success immigration multiculturalism Australia owes something Catholic schools played role integration advancement significant migrant groups  Irish  Italian  Maltese  East European  Lebanese  Vietnamese  Filipino ,0
6951,in-need,New startup The Monthly Cois raising money run subscription service women order 100 percent cotton tampons online delivered doorstep Every purchase see box tampons donated woman need,1
4128,homeless,A random survey conducted Saturday Vanguard popular Mile 12 market Lagos  shows sudden increase prices essential food items predicated mainly recent flood rendered millions Nigerians homeless destroyed many farmlands across nation ,0
5214,refugee,Many selfclaimed refugees living Lo Uk Tsuen Yuen Long ,0
8268,homeless,Ramirez 13 years old introduced sport first time honed skills Tuloy Institute Muntinlupa built efforts Fr Rocky Evangelista gives hundreds underprivileged abandoned homeless children opportunity learn academics sports safe caring environment,1
76,vulnerable,  No human go kind ordeal  The security agencies state governments continue provide special protection educational institutions vulnerable kind outrage especially remote areas    said ,0
545,poor-families,This year Irelands Team Hope shoebox found way street children orphans hospitalized children poor families war victims destitute situations Eastern Europe former Soviet Union Romania Kosovo Albania Africa etc Cameroon Congo Rwanda,1
5402,migrant,Along regular tours America  also played larger dance halls across England Lent  50s   60s  70s  It tours pilgrimages many ways profound wffect band newlyarrived emigrants  suddenly recognised power music  represented left behind ,0
8347,vulnerable, I m good I m truthful authentic vulnerable   admits  adding s difficult feel optimistic Trump White House ,0
4382,hopeless,Waiting trying understand darkness hopelessness clouded lethargy sadness watered loneliness experiencing,1
471,disabled,He praised government making several laws favor disabled time criticized saying making laws policies cannot help disabled become independent,1
502,poor-families, Instead real reform President promised campaign trail  plan offers tax cuts rich budget cuts poor  While President Trump elected promise fix rigged political economic system  proposals rig rules favor rich powerful harming poor families US developing countries worldwide ,0
2714,hopeless,takes lot pain frustration get point,1
4541,immigrant,Youve seen photo quickly published iconic image nonviolent resistance 28yearold Evans standing silently front armed officers protest police brutality Baton Rouge The image striking juxtaposition flowing sundress graceful riot gear guns With world becoming increasingly bleak easy feel hopeless Evans reminds us single person nothing courage significant impact h Model immigrant  Melania Trump,1
2161,vulnerable,Many countries like United States  Israel even archrival neighbour Pakistan already allow women fighter pilots  But India kept roles  reportedly fearing women would vulnerable sexual attacks  worries lodging physical fitness ,0
1035,migrant,The migrants Maula tell driven desperation survive search work opportunities  These men detained charges illegal entry Malawi  sentenced three months  detention  But reality locked away far longer ,0
1158,hopeless,The killings kidnappings Zamfara amp Birnin Gwari axis reached hopeless level  even Government functionaries amp security amp defence personals joined victims praying Devine intervention ,0
9768,disabled,In context Bangladesh existence place like CRP nothing short miraculous Unlike country disabled protected rather given help need according individual needs and importantly instilled confidence lead productive life again despite injuries The disabled society owe lot heroic work done men women CRP partners,1
6343,homeless,In Canada Christy recently graduated high school made impact Christmas Day spreading love streets providing winter coats gloves helping homeless give thanks time,1
8279,vulnerable,Far important implications Economy Gods is dollar down last nights result also mean many many vulnerable New Zealanders better life least next three years,1
5280,homeless,The single mother one spoke various issues including African Women Project new album mission help homeless children Nigeria uses music platform impact lives voice various Nigerians She also talked upcoming album fans expect it,1
3151,migrant, I feel great   beams  one 200 immigrants 47 countries pledged oath allegiance New York citizenship ceremony  one 14000 welcomed nationwide dozens events June 28 July 10 designed celebrate Independence Day ,0
2347,in-need,Though based Karachi utilising distinctly Pakistani quandaries political instability terroristinduced chaos  Saba Imtiaz manages weave story cosmopolitan essence Pakistani  Take kurtas rickshaws equation  novel could woman struggling carve niche cosmopolitan city around globe  Like ambitious young professionals world  Ayesha almost always need alcohol provide muchneeded dutchcourage escapism tightrope act calls life ,0
2449,in-need,Regardless situation generous good idea Why How help needy working hard You must remember words Lord Jesus It blessed give receive Acts 2035 NLT,1
7535,migrant,The province already extensive  francisation  programs  new immigrants learn French initiated various aspects life Quebec  Those already fluent French benefit period adaptation left devices  Their knowledge French  acquired entirely different contexts  nt provide codes needed make way mainstream Quebec easily integrate job market ,0
5700,vulnerable,If anything  says  less vulnerable   If I break one legs  takes 4mm screw fix  ,0
1322,homeless, We serve children homeless food also try locate homes send back home this try involve creative activities like drawing  reveals he,1
6826,hopeless,And lets face it 20something wives moms face shocking lack support unacceptable level judgment leaves young women feeling disheartened hopeless,1
4358,women,Men included numbers above decided include women our mothers gratitude love children They paint bleak picture situation call efforts protect women children around world As read along lines telling touching story mother neighbors mother,1
7485,poor-families, Some students come poor families financial constraints drop work support family   said production s education director Soonufat Supramaniam  teacher spearheaded whole project ,0
6259,in-need,Helping people need message every religion has said I hope spread communities well,1
3463,immigrant,Von der Leyen sparked controversy within Christian Democratic party recently suggested EU citizens could certain cases take armed roles German military  The defense minister also advocates greater diversity German military moves recruit immigrants ,0
1123,homeless, The nostalgia homelessness fate generation tribe I one walking path anguish whole caravan wounded souls walking me   Ashfaq Ahmed ,1
4338,refugee,Huawei come support initiative supply 18000 refugee students Africa s largest refugee camp  Dadaab Kenya  tablet PCs education ,0
6435,homeless, My request Union Parishad chairmen unionlevel leaders activists single person nt remain homeless Bangladesh  We re providing financial assistance lands unable make homes  We want financial assistance reach fully build homes   said ,0
9695,hopeless,Young people feel doomed hopeless helpless This opportunity sit guide plan action,1
3973,refugee,Artists including Coldplay Muse contribute songs upcoming Glastonbury sets Oxfam Presents Stand As One  Live Glastonbury 2016 firstofitskind live album support Oxfams work refugees worldwide,1
6176,homeless,The homeless villagers claimed local investor dealing limestone excavation using police evict order mine construction materials land ,0
5589,in-need,We give priority first going help people need propose quantum added,1
3508,poor-families,The minister said association formed participation 60 poor families  including 40 women  every village  Ekti Bari Ekti Khamar project ,0
7419,vulnerable,Dr Mayengbam Lalit Singh Recently honourable PM India launched scheme called  Doubling Farmers  Income  order uplift welfare larger portion Indians  The big questions felt people   How would possible short period time  And  ii  elusive doctrine sweep vote bank millions farmers upcoming parliamentary election 2019  Across India  except states  many rigidities solved order raise real income farmers  These rigidities characterised infrastructures  structures institutions  The present article focuses rigidities Manipur lagging behind many Indian states  Regarding infrastructure  inputs   state found backward among backward states India  Introspecting water infrastructure  state underutilising water resources despite abundant availability  For Kharif season crops farmers rely rain water since state map SE monsoon  However  Rabi Zayed seasons state witnessing scarcity water  In order curb shortage  government needs construction multiple check dams digging bore wells small streams flowing across plain areas  During peak season  always shortage manures pesticides due landslide national highways  Revolution organic farming lessen dependency chemical fertilisers since state high potential producing organic manures pesticides  During post harvesting period  state needs construct cold storages perishable crops stored agricultural seasons  Regarding financial support farming  banks integrated farmers  Moreover state government organise crop insurance schemes order compensate loss due natural calamity  My previous article  Channelizing Mahatma Gandhi National Rural Employment Guarantee Act  MGNREGA  Crop Livestock Insurances India  postulates model compensate loss  The second rigid character farming structural change decades  Farming Manipur focuses production coarse cereals characterised immediate consumption  In era globalisation farming close introspection demand supply model consumers across world  Especially hilly areas  cultivation coarse cereal meet local consumption earning profits  Nowadays  farmers stated cultivation illegal crops poppy illegally order earn huge profit  In order prevent  government emphasise cultivation cash crops yongchak  parkia speciosa   cardamom  tea  coffee  black pepper  etc since crops highly demanded international well domestic market  On hand reduce environmental destruction followed short period zoom cultivation  In plain areas also main crops also coarse cereals vulnerable low profit  Farmers diversify cultivation cash crops black rice  medicinal plants  oil seeds  mushrooms  etc  Moreover farmers engage nonfarm sectors wherein farm nonfarm sectors fitted supply demand schedule inputs outputs  One institutional rigidities faced farmers asymmetric information technological development agricultural sector  Krishi Vigyan Kendras  KVKs  instituted every districts across India order fill information gap farmers agricultural scientists  However works found confined laboratories expertises hardly knowledge domain farmers  Government frame policies KVKs available farmers least week alternative blocks  Another institutional rigidity witness financial inaccessibility farmers existing financial institutions  banks   In India  banks found release funds manufacturing service sectors agricultural sector  Too much official procedures rigid financial securities create inaccessibility farmers banks  So banks advised make survey constructive environment wherein farmers accede return loans time  Another important institutional rigidity lack marketing institutions marketing farms agents deal agricultural products  Government invite local nonlocal farms link farmers consumers price determined market rate  Government also policies Minimum Support Price construction Cold Storages various types agricultural products available offseason  The last important institutional rigidities inability government constitute integral body comprises mentioned farmers body  financial institutes  KVKs  Marketing farms government funded research institutes  If integral body function mutual exchange workings institutional constituents  dream  Doubling Farmers  Income  achieved  Let article may draw attention Agricultural Ministry fulfilling ambition ,0
8339,hopeless,Mighty decent South Africans although bit mischevious I would suspect Machiavellian plot put Sri Lankans mental backfoot  SL already sinking boat current hopeless side would take little tip ,0
1420,homeless, Every year I try get somebody help give food homeless people   continued ,1
1976,vulnerable,The American people always been work African countries ensure vulnerable populations receive lifesaving assistance,1
6474,hopeless,Many words written said Mercy Sisters contribution Alpha I remember 1970s I working Community Enterprise Organization  public sector company dedicated establishing cooperatives communities  agricultural fishing project Pagee Beach Port Maria St Mary run reformed bad man deceased True Alpha could reform everyone went there sometimes ray light even among seemed hopeless,1
9823,in-need,Apparently Dr Ablows eyes people undergoing transgender process broken individuals need repair There transgender people  people confused need treatment alleviate condition,1
9690,women,What Ive found particularly last woman I dated many women expect everything made available women believe strong independent even though I suggested share Theyll yell Im woman I pay bill,1
3782,hopeless,Except SportPesa Everton s main shirt sponsor  assertion Everton  hopeless place  gone pretty badly club s fans  The tweet hastily deleted  many already seen ,0
6350,migrant,I m  immigrant teen grew diaspora  Sandhya Menon,0
3172,refugee,Joint task force formed handle refugee registration cards issue,0
9663,homeless,Back ad artists request audience donate homeless children senior citizens Edhi always willing lend hand anyone needed it,1
19,disabled,She said since 2014  total 8000 intellectually disabled people Ghana offered special training enhance integration society ,0
6360,homeless,Muslim YouTuber gives Christmas gifts homeless,1
1115,hopeless,We need sit down engage restless start looking meaningful solutions give hope Once country forces people develop sense hopelessness people fuss lot,1
661,hopeless,The common thieves stole crust bread law descended hungry heads The haughty land grabber stole land human resources content The first thing said hopeless conviction While escaping law cunning serious onesided justice would suffice  poor also demand consideration The cruel people started unholy war stayed away line action pressed front sons poor fight there die suffer abundance guns raged liberty bonds raised glorious tones sang praises liberty Those waged wars go front first shot shells bear brunt first place owed everyone loyal country people rightly demanded all deadly cannonballs The downtrodden poor banded together stopped Pakistani rulers stealing rights,1
2951,hopeless,The gun one dangerous weapons available criminals  Most murders Jamaica carried gun  So unless get guns  still helpless hopeless comes crime ,0
4466,women,She said women deserve kind choice women anywhere world ,1
1499,refugee,Thousands protest Trump refugee ban travel restrictions h People gather US airports city streets  shouting  No Muslim ban    Refugees welcome  ,0
7720,disabled,In photo taken December 6 2010 Abdul Sattar Edhi head Pakistani Edhi organization keeps disabled orphan charitys orphanage Karachi PHOTO AFP,1
6137,hopeless,In stressful times country surrounded shadow light darkness fear doubt hopelessness concern increasing instances extrajudicial killings drug addiction terrorist attacks People live darkness A crisis looming country crisis faith crisis HOPE,1
5550,women, They raped women   Duterte told supporters  recalling saw Hamill  mad raped  beautiful   He added   mayor first   supporters laughed uproariously ,0
10011,in-need,We understand every dollar counts families sell MediCards FairPrice stores address budget concerns work nearby GP clinics bring greater convenience accessibility need them offer hFollow ST hThe Straits Times,1
1976,vulnerable,The American people always been work African countries ensure vulnerable populations receive lifesaving aid,1
6926,refugee,In Hyderabad  3800 Rohangiyas refugee cards   We talk registered us   said Mazher Hussain  Executive Director  Confederation Voluntary Associations  COVA   partnering agency UNHCR ,0
5292,migrant,Fees familybased fianc   e  immigrant visas increase  fees employmentrelated immigrant visas decrease  Fees Visitors  Visa  B1B2  changed ,0
1409,immigrant,All done help raise money Gordy Eva Hoffmans three charities Project Warmth Alberta Champions for full disclosure I board Operation Kickstart increase This year Project Warmth distribute 85000 carefully used cleaned coats hats gloves needy children The Alberta Champions honors historic figure helped build glorious province installs monuments special areas various locations around city An acquaintance never afraid call help others need,1
1758,in-need,Edrisa Musuuza alias Navy Kenzo need prayers hospitalized following illness left weak looking frail hospital bed home country ,0
1029,homeless,Muizenberg residents lambasted Muizenberg Improvement District  MID  City Cape Town think failure dealing homelessness ,0
287,women,DERA MURAD JAMALI Criticizing customs traditions rob women rights speakers seminar Tuesday demanded government ensure given rights,1
2116,refugee,Trump currently legal battle execution controversial travel ban restricts access United States citizens seven Muslimmajority countries 90 days refugees 120 days ,0
9846,homeless,News h From homeless hopeful h Portlands destitute roof heads,1
163,women, These  blanket  swoops  though effective furthering mandate police preventing  responding prosecuting crime related vices  resulted arrests detention innocent youth  women  ordinary citizens going daily chores   says ,0
2154,in-need, The commitment Christians area urgent today past Lets look past century remember wonderful figure St Frances Cabrini shared life companions migrants United States dedicated States America  Today  need similar witness mercy reach many need  It obligation concerns everyone without exception  dioceses  parishes  institutes consecrated life  associations movements  well individual Christians  called welcome brothers sisters fleeing war hunger violence inhumane living conditions Together great force support lost homes families jobs dignity,1
97,poor-families, The Government  drive ensure inclusion vulnerable groups productive workforce   making provision participation workingaged adults labour market  poor families receipt welfare assistance   said ,0
4534,homeless,I imagine would like woman facing prospect becoming homeless The real fear thinking I belong nowhere I home sense word beyond walls roofs,1
5419,vulnerable,People starting find voice drop fear  There s lot fear  The women  I totally understand  I young actor  I desperate  vulnerable  I would find positions nt feel good  went values  I tried fit people I would normally never want around  I wanted make ,0
2018,women,Soon became destitute desperate women lost husbands ,0
7143,migrant,Some complaints Breivik s 1500page manifesto  written English  troublingly similar raised Trump extreme supporters  Breivik ranted raged political correctness  feminism  multiculturalism  news media  especially  Muslim immigrants ,0
1231,homeless,A harrowing journey Night falling early part Morocco cold winter approaching prompting homeless Africans try luck conditions worsen amid sometimes harsh treatment authorities,1
7549,migrant,Hasina s writeup posted day UN summit migration refugees New York Sep 19 called global consensus protect rights migrants refugees ,0
6002,refugee,On issue refugee fund AU  Conde said fund practical rather leaders work towards stopping causes conflict ,0
8325,vulnerable,Betty Abah passionate initiative protect vulnerable young children Just listening her see face lit analyzed question posed her,1
5914,immigrant,But concept Rwandas remorseful compassionate policy culture helping immigrantsslaves thousands miles away continent make EAC feel 30000 people Gods creation baby bloc nurture educate cloth home like citizen community,1
5818,in-need,He also claimed state banks   provide financial support largescale millers since repay  smallscale millers need financial support  neglected ,0
2800,vulnerable,At root problem fundamental question unintelligent people survive informationbased market economy Until left deals honest nonPC way continue fail vulnerable,1
2884,women,Achievement women empowerment programmes,0
7966,homeless,A restaurant famous giving free meals homeless elderly ordered Food Environmental Hygiene Department  FEHD  suspend business operations 14 days  The government agency s ,0
7585,vulnerable, We vulnerable currently report income United States pay tax rate 38 percent income   said founder Jim Koch Senate Homeland Security Governmental Affairs Subcommittee Investigations last Thursday   Because broken corporate tax system  I honestly say I likely last American owner Boston Beer Company  ,0
593,immigrant,Ozil s Turkish heritage originates grandparents  immigrated Germany  felt treated like  immigrant  disgruntled fans team  h Twitter h Most Popular,0
4832,vulnerable,The consequences could widereaching  since significant portions 17nation euro zone s crisis response plans depend Germany s continued good economic health  If country s finances slip German voters felt vulnerable  Germany s economic ability political foot cost bailouts may fade  analysts say ,0
9054,poor-families,Even though many students selected subordinate services service ability uplift poor families h Effect,1
1763,refugee,As Gillard governments proposed Malaysian solution refugee swap deal near formal ratification reports draft deal reached 400 refugee claimants suspected asylum seekers await fate small island putting strain already strained infrastructure,1
6947,in-need,  When possible  try use new aircraft customer delivery services ship medical humanitarian donations countries regions need ,1
7687,refugee,BERLIN  German ministers outlined plans Tuesday speed deportation foreigners commit crimes  responding sexual attacks women migrants Cologne deepened doubts country s opendoor refugee policy ,0
1490,women,Even people disabilities right beautiful Just like women Mee Eng likes dress go shopping Due atrophy legs required wear shoes wears custom make possible wear different kinds trendy shoes  changes inserting shoe blocks made paper slippers ordinary shoes,1
3356,refugee,A refugee held Australian immigration camp Pacific island nation Papua New Guinea found dead apparent suicide today  sparking outrage fellow refugees advocates say officials failed treat despite long history mental illness  Hamed Shamshiripou  28yearold refugee Iran  found hanging branch tree near elementary sc ,0
1038,homeless,But displaced people left homeless developers government agencies displacement resettlement Singapore approached great care begin unless already new homes apartments affected,1
2838,immigrant,IrishCentral live International Great Irish Famine Memorial grounds NYC Marine Hospital Quarantine Cemetery Staten Island Thousands Irish immigrants fled Ireland Great Famine 18451852 buried here They died gateway America without realizing dream new life This event hosted Friends Staten Island Abandoned Cemeteries FACSI Read history site here httpbitly2qL25mv,1
1065,vulnerable,The MEPs expected draft  Foreign Donations Act  would guarantee  adequate space  civil society organisations continue working betterment situation vulnerable populations ,0
798,homeless,I dream journal  Sometimes  I create ads dreams  Yellow Man DiGi one  Is considered weird  I ve also dressed homeless man shoot  decided stay like hours experiencing ignored feeling invisible  It eye opener ,1
3496,disabled,Soon film released September 2011  eruption public outrage forced local authorities reopen investigation  The outrage snowballed national campaign  prompting parliament amend law give children disabled better legal protection ,0
4233,disabled, Ten percent apartments specifically designed latest standards accessibility disabled occupants   Thiermann said ,0
2407,hopeless,The campus built cost 200 million shillings launched backdrop discovery natural resources bound completely transform county s fortunes  The narrative Turkana County hopelessness desperation  especially matters education  The launch fully fledged university campus  therefore welcome move  left many residents frenzy ,0
4263,poor-families,Christmas New Year upon us families across Nigeria come together celebrate But millions poor families celebrate occasions hunger fear uncertainty,1
5372,migrant,Prime Minister John Key raised state house Christchurch widowed immigrant mother  Auckland municipal government plans create NZ15 million sculpture one city s waterfront ,0
6535,migrant,When blows everything people think savings gone reset  Real assets remain  revalued savagely  Mrs Hanson old could easily place happens  evil economic migrants blamed proportion vote could get quite high  We generate credit  capacity  world different place USA  people go jail resulting purges ,0
4923,refugee,What folks think celebrity family  Well  I nt always entertainer  I Correctional Services 16 years  working refugees switching Regular Forces  Apart job stability  I also liked fact I minority frontlines  But I quit 2005 I offered speaking role Jackie Chan movie  RobBHood  It opportunity I could nt turn  s cultural hero ,0
9398,hopeless,A new generation desperate,1
5983,hopeless,Machakos Governor Alfred Mutua said shame Ukambani residents continue sink ashes poverty  neglect hopelessness  despite fact certain local leaders served senior government positions past ,1
7551,women,A Finnish study found exposed carcinogenics dyes linked 23 chance getting disease  Users birth control methods combined Pill IUS coils could also face plight  Postmenopausal women fitted latter 52 greater chance developing breast cancer  And 32 increased risk use former hormonalbased contraceptive  researchers claimed ,0
5251,disabled,In Metro Manila 7464 families disabled cyclists plunged poverty providers maimed longer able work Pagdilao explained,1
6532,poor-families,HK  working poor families  number 10 since 2010  Oxfam,0
1051,homeless,Adversity often catalyst growth positive change ca nt always control happens us life  choose response  Major General Linda L Singh experiencing hardships teenage homelessness abuse  however  made decision defined negative experiences rise ,0
2960,women,He went urge women learn refrain   place ,1
1735,disabled,But morallydisabled country like Nigeria  members ruling class deliberately subvert law order consolidate stranglehold power country s wealth  Serious corroborable allegations officials levels governance many documenting one one would require 10000page book ,0
8352,poor-families,Meanwhile  total 960 children poor families 12 locations Kuala Lumpur Putrajaya received cash packets shopping coupons ,0
1400,migrant,Sultan Nazrin said   Muslim immigrant populations living West  whether recent refugees secondgeneration nationals  similarly often portrayed unemployed  marginalised disaffected  susceptible result recruitment terrorist organisations alQaeda IS  Islamic State  ,0
6938,refugee,Rejecting reports Sri Lanka suspended arrival visas Myanmar travellers  Department Immigration Emigration Sri Lanka said today would continue issue visas Myanmar nationals usual  Rohingya refugees ,0
382,in-need,Dr Lester Keith  doctor professor business administration  others checking local transportation groups see bring need meal college 4 pm dinner   We also contacting local soup kitchens pickup location work transport leftovers wasted food   Dr Keith said ,1
6156,disabled,During course investigation  local media report drug lab discovered  The police called emergency services disabled gas area evacuated  It believed firefighters came across hydroponic marijuana growing lab within building  including propane tanks ,0
3851,in-need,It multibilliondollar business involves removing vital organs prisoners conscience    particularly Falun Dafa adherents great numbers    re still alive   killing process  selling organs paying patients need transplantation ,0
7720,disabled,In photo taken December 6 2010 Abdul Sattar Edhi head Pakistanis Edhi Foundation holds disabled orphan charitys orphanage Karachi PHOTO AFP,1
2801,in-need, As pedestals general strong machinery  doubt stronghold units   adds Borovsky   One main needs address acquisition real postsales support close contact factory  For us  staying close touch vendor invaluable benefit  ,0
6089,poor-families,In Oregon  higher share poor families welfare  called TANF  Temporary Aid Needy Families  states  The state highest foodstamp uptake country  It subsidizes childcare working parents  asking poorest contribute little 27 month  It helps people get welfare linking employment paying wages six months  allows continue receive food stamps transition higher wages  Families welfare 60 months  opposed 24 months many states  parents cut due time limits  children still continue receive aid ,0
5529,vulnerable,The world remains highly vulnerable possible severe flu pandemic governments increase surveillance  vigilance preparedness  World Health Organization  WHO  said ,0
